Date,Close,Change,AVG
05/12/2018 17:26:00,4.77,-1.85,-1.8
06/12/2018 17:26:00,4.76,-0.21,-0.2
7/12/2018 17:26:00,4.92,3.36,3.4
10/12/2018 17:26:00,4.96,0.81,0.8
11/12/2018 17:26:00,5.14,3.63,3.6
12/12/2018 17:26:00,5.25,2.14,2.2
13/12/2018 17:26:00,5.27,0.38,0.4
14/12/2018 17:26:00,5.29,0.38,0.4
17/12/2018 17:26:00,5.21,-1.51,-1.6
18/12/2018 17:26:00,5.1,-2.11,-2.2
19/12/2018 17:26:00,5.11,0.2,0.2
20/12/2018 17:26:00,5.05,-1.17,-1.2
21/12/2018 17:26:00,5.02,-0.59,-0.6
27/12/2018 17:26:00,4.81,-4.18,-4.2
28/12/2018 17:26:00,5.02,4.37,4.4
02/01/2019 17:26:00,5.01,-0.2,-0.2
03/01/2019 17:26:00,4.9,-2.2,-2.2
04/01/2019 17:26:00,5.1,4.08,4
07/01/2019 17:26:00,5.19,1.76,1.8
08/01/2019 17:26:00,5.27,1.54,1.6
09/01/2019 17:26:00,5.33,1.14,1.2
10/01/2019 17:26:00,5.27,-1.13,-1.2
11/01/2019 17:26:00,5.26,-0.19,-0.2
15/01/2019 17:26:00,5.23,-0.57,-0.6
16/01/2019 17:26:00,5.17,-1.15,-1.2
17/01/2019 17:26:00,5.24,1.35,1.4
18/01/2019 17:26:00,5.31,1.34,1.4
21/01/2019 17:26:00,5.34,0.56,0.6
22/01/2019 17:26:00,5.27,-1.31,-1.4
23/01/2019 17:26:00,5.35,1.52,1.6
24/01/2019 17:26:00,5.43,1.5,1.4
25/01/2019 17:26:00,5.73,5.52,5.6
28/01/2019 17:26:00,5.66,-1.22,-1.2
29/01/2019 17:26:00,5.67,0.18,0.2
30/01/2019 17:26:00,5.66,-0.18,-0.2
31/01/2019 17:26:00,5.51,-2.65,-2.6
01/02/2019 17:26:00,5.39,-2.18,-2.2
04/02/2019 17:26:00,5.24,-2.78,-2.8
05/02/2019 17:26:00,5.29,0.95,1
06/02/2019 17:26:00,5.31,0.38,0.4
07/02/2019 17:26:00,5.26,-0.94,-1
08/02/2019 17:26:00,5.4,2.66,2.6
11/02/2019 17:26:00,5.45,0.93,1
12/02/2019 17:26:00,5.46,0.18,0.2
13/02/2019 17:26:00,5.55,1.65,1.6
14/02/2019 17:26:00,5.55,0,0
15/02/2019 17:26:00,5.55,0,0
18/02/2019 17:26:00,5.57,0.36,0.4
19/02/2019 17:26:00,5.39,-3.23,-3.2
20/02/2019 17:26:00,5.35,-0.74,-0.8
21/02/2019 17:26:00,5.39,0.75,0.8
22/02/2019 17:26:00,5.46,1.3,1.2
25/02/2019 17:26:00,5.4,-1.1,-1
26/02/2019 17:26:00,5.4,0,0
27/02/2019 17:26:00,5.31,-1.67,-1.6
28/02/2019 17:26:00,5.33,0.38,0.4
01/03/2019 17:26:00,5.33,0,0
04/03/2019 17:26:00,5.34,0.19,0.2
05/03/2019 17:26:00,5.37,0.56,0.6
06/03/2019 17:26:00,5.39,0.37,0.4
